0.0 -2.59595e+005 -3.06607e+006 1.00000e+000 0.0 1.57807e-002 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 3.00000e-002 -9.99900e+003 6.06985e+001 0.0 1.52796e+001 1.00000e+000
1.00000e+000 -2.59595e+005 -3.06507e+006 0.0 0.0 2.24673e-002 6.70000e-001 1.67000e-006 9.00000e-002 4.35000e-001 4.00000e-002 0.0 0.0 5.95953e+001 0.0 0.0 1.00000e+000
2.00000e+000 -2.60595e+005 -3.06607e+006 1.00000e+000 0.0 1.78781e-002 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 3.00000e-002 0.0 5.16882e+001 0.0 1.52628e+001 1.00000e+000
3.00000e+000 -2.59595e+005 -3.06707e+006 0.0 0.0 3.98826e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 0.0 5.71970e+001 0.0 0.0 1.00000e+000
4.00000e+000 -2.60595e+005 -3.06507e+006 0.0 0.0 1.02956e-002 6.70000e-001 1.67000e-006 9.00000e-002 4.35000e-001 4.00000e-002 0.0 1.00000e+000 5.79108e+001 0.0 0.0 1.00000e+000
5.00000e+000 -2.60595e+005 -3.06707e+006 1.00000e+000 0.0 8.39829e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 3.00000e-002 2.00000e+000 5.46489e+001 0.0 1.52469e+001 1.00000e+000
6.00000e+000 -2.60595e+005 -3.06807e+006 1.00000e+000 0.0 1.52069e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 3.00000e-002 5.00000e+000 7.74258e+001 0.0 1.52269e+001 1.00000e+000
7.00000e+000 -2.61595e+005 -3.06807e+006 1.00000e+000 0.0 2.57391e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 3.00000e-002 6.00000e+000 7.50939e+001 0.0 1.51932e+001 1.00000e+000
8.00000e+000 -2.59595e+005 -3.06807e+006 0.0 0.0 6.07505e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 6.00000e+000 6.06273e+001 0.0 0.0 1.00000e+000
9.00000e+000 -2.60595e+005 -3.06907e+006 0.0 0.0 5.81485e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 6.00000e+000 6.50652e+001 0.0 0.0 1.00000e+000
1.00000e+001 -2.61595e+005 -3.06707e+006 0.0 0.0 8.91803e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 7.00000e+000 5.99042e+001 0.0 0.0 1.00000e+000
1.10000e+001 -2.62595e+005 -3.06807e+006 1.00000e+000 0.0 5.15388e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 1.00000e-001 3.00000e-002 7.00000e+000 6.80253e+001 0.0 1.51654e+001 1.00000e+000
1.20000e+001 -2.61595e+005 -3.06907e+006 0.0 0.0 0.0 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 7.00000e+000 7.18639e+001 0.0 0.0 1.00000e+000
1.30000e+001 -2.58595e+005 -3.06807e+006 0.0 0.0 6.18718e-003 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 8.00000e+000 5.74040e+001 0.0 0.0 1.00000e+000
1.40000e+001 -2.59595e+005 -3.06907e+006 0.0 0.0 1.36851e-002 6.50000e-001 6.06000e-005 4.10000e-002 4.30000e-001 4.00000e-002 0.0 9.00000e+000 5.72995e+001 0.0 0.0 1.00000e+000
1.50000e+001 -2.61595e+005 -3.06607e+006 0.0 0.0 1.45452e-002 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 1.00000e+001 5.22048e+001 0.0 0.0 1.00000e+000
1.60000e+001 -2.62595e+005 -3.06707e+006 0.0 0.0 1.04657e-002 6.70000e-001 6.06000e-005 4.10000e-002 4.35000e-001 4.00000e-002 0.0 1.10000e+001 5.59836e+001 0.0 0.0 1.00000e+000
